gene_names,bl41,C8166,CEM A 301,CEM SS,CEM X 174,DAUDI,HSB2,HT1080,IMR90,JURKAT E6.1,Jurkat tag,MT4,RAJI,RAMOS,WI38
GGA1,1343,604,20,923,103,1163,831,538,1030,1126,1270,1384,1563,1078,1203
HIRA,247,77,6,240,20,185,208,52,199,684,597,221,233,170,188
SH3BP1,307,527,3,238,48,180,293,90,350,212,203,1458,1085,219,403
SEZ6L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGALS1,40,5063,35,1467,520,43,13457,6682,60101,226,176,9573,170,29,26166
HPS4,2572,362,21,1141,126,664,842,501,745,2791,2304,984,788,1771,840
PIK3IP1,820,32,0,92,14,246,238,104,1018,157,119,140,645,361,825
SRRD,1690,530,14,737,98,634,484,339,755,1134,1095,483,885,743,584
PATZ1,812,228,9,360,68,515,531,94,289,1110,685,572,538,500,434
TRIOBP,441,246,8,442,27,342,534,743,2256,1102,694,691,407,251,4018
TFIP11,1621,805,31,1212,117,957,1187,518,1560,1479,2152,637,1432,921,934
GCAT,186,48,0,518,16,85,286,42,416,523,853,209,305,183,183
GGTLC2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CRYBB1,35,0,0,0,0,17,1,0,0,2,4,0,1,0,0
ANKRD54,237,181,3,307,22,190,255,153,393,608,385,246,456,82,310
EIF3L,2612,2542,50,1836,515,2309,2264,1742,2858,3435,3385,3385,2568,1202,2414
SNU13,1591,1082,22,1837,275,802,1156,738,1759,1787,2408,1239,2562,1207,1047
MICALL1,285,151,12,427,49,112,315,496,1118,658,426,283,211,153,1216
POLR2F,3,1,0,1,0,3,7,1,1,4,0,0,4,0,1
SOX10,30,2,0,3,0,22,16,2,2,42,13,15,4,2,10
CCDC134,180,99,3,234,21,82,207,27,116,351,255,310,177,123,97
DEPDC5,512,307,8,313,102,732,427,75,341,628,511,699,676,559,438
PICK1,158,108,2,0,17,177,48,244,310,199,362,146,229,166,101
TTC28,17,6,1,29,2,17,17,4,1420,1864,610,440,4,29,3803
SLC16A8,11,6,0,4,0,19,1,13,0,11,12,12,0,1,5
CENPM,717,421,6,540,69,772,436,39,263,1002,1380,849,1192,741,108
SEPTIN3,3,292,0,4,0,4,54,0,1,580,375,463,4,1,5
SLC5A1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0
TPTEP1,2,0,11,558,0,4,37,1,0,2228,886,3,3,0,0
SLC5A4,0,0,1,5,1,0,0,24,0,0,42,0,1,0,0
KDELR3,274,47,2,97,14,177,206,154,2955,292,174,488,90,180,1738
CYP2D6,3,0,0,11,1,1,11,0,0,6,0,6,0,5,4
DDX17,10707,4774,208,8267,1877,8419,10619,4743,12662,22104,12040,14837,10264,9504,15823
DMC1,97,8,0,38,9,8,22,0,19,217,153,397,178,81,13
TCF20,4,10,2,5,0,17,10,0,7,2,9,6,8,2,4
HSCB,120,146,3,110,10,110,56,40,182,140,193,119,362,106,188
CBY1,76,60,6,142,18,48,119,106,525,195,137,96,145,21,312
TOMM22,1514,2296,53,2203,382,843,1388,889,2058,2058,3127,1397,4508,1309,983
RSPH14,27,5,0,0,0,45,12,1,5,44,18,10,23,13,0
XBP1,1140,550,16,631,117,2226,1290,702,2646,1390,520,629,1470,1438,2114
RTCB,1195,1631,45,1433,267,518,1427,550,3267,1735,4196,1013,3133,620,1649
JOSD1,942,833,23,1078,160,892,1530,516,1811,2075,2120,2144,1783,641,1233
FBXO7,1007,416,21,888,206,537,1290,657,1840,1720,1643,2140,1207,558,1737
GTPBP1,928,402,16,923,136,829,1654,789,1592,1825,1633,1831,1434,989,1694
POLDIP3,1049,704,8,1122,152,669,1217,577,1619,1964,1533,947,1354,693,1505
RAB36,13,3,0,2,0,14,0,14,114,27,14,1,1,6,206
TIMP3,50,239,0,0,3,0,1,271,4990,7,55,1,1,140,11317
PPP6R2,1137,632,20,1430,144,1409,1387,528,2464,2258,1922,1622,1400,1055,2112
SBF1,6162,821,32,2866,180,4564,2783,1239,3887,5860,3716,2897,3340,2672,3462
SUN2,817,479,27,1219,161,715,3755,1643,2890,3017,1579,1752,1149,943,2096
CYB5R3,298,87,4,225,85,194,270,233,1752,549,325,254,423,179,3389
DNAL4,79,44,0,60,1,43,139,59,205,219,214,56,78,11,138
C22orf31,9,0,0,0,0,0,0,1,0,2,0,0,0,0,1
MIOX,13,0,0,24,0,0,1,0,0,2,10,7,2,1,5
LMF2,292,258,9,447,47,625,549,134,1543,704,546,855,523,415,1649
RHBDD3,617,192,4,430,26,301,314,106,446,753,724,456,589,215,411
PACSIN2,532,327,7,1371,158,558,1337,418,1800,1182,1246,1080,1757,660,1229
TTLL1,46,23,0,37,7,9,141,34,239,215,225,24,38,17,191
RASL10A,7,2,2,15,1,7,99,5,0,35,22,10,23,50,4
AP1B1,1426,927,36,1586,245,735,1191,985,2587,1300,1082,1504,4601,2333,1981
HMGXB4,592,421,18,612,161,432,717,359,935,1332,892,973,637,368,863
TOM1,307,79,7,212,19,65,162,83,612,325,220,252,187,25,800
NEFH,0,1,0,0,66,1,2,0,50,16,10,3,6,0,36
CHKB,18,5,2,14,3,37,24,10,18,34,17,51,42,27,10
BIK,1255,0,3,105,8,270,513,7,10,350,296,5,619,574,4
HMOX1,51,7,0,1,39,0,2,88,527,0,2,0,1,5,935
MCAT,261,198,3,256,30,197,181,67,172,387,354,130,407,155,127
THOC5,822,792,34,1212,214,418,1323,844,1540,2064,2395,843,1556,539,1125
MCM5,4386,2135,95,3874,669,2214,4369,659,1693,5646,4927,6854,7115,2312,788
APOBEC3H,1,3,0,0,8,8,146,44,0,4,0,47,34,0,1
ARSA,67,28,0,99,17,79,78,74,360,233,83,157,140,97,462
TSPO,222,864,6,200,2,3,1164,675,2815,1,11,338,835,213,1337
RASD2,1,2,0,2,0,0,0,0,2,8,2,1,0,0,0
TTLL12,1294,876,24,1392,206,909,803,398,582,1623,2461,1606,1785,691,291
CBX7,303,260,3,149,25,31,168,82,156,227,163,164,705,163,221
PDGFB,0,5,0,3,0,0,1,0,8,1,2,1,0,0,21
ACR,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CABP7,127,70,8,72,6,24,92,37,151,152,113,49,72,20,99
RPL3,28714,37466,529,20554,6117,20576,25401,18651,31511,15025,23461,27314,30402,8706,13765
ZMAT5,246,179,6,231,32,36,188,66,412,342,345,147,167,48,223
RBFOX2,60,4,0,79,0,107,35,475,663,97,91,722,46,104,548
SYNGR1,87,0,1,1,3,1,25,70,441,137,105,0,1,10,590
TAB1,410,161,2,256,18,208,213,154,418,392,314,333,458,236,605
ASCC2,645,278,15,647,161,395,487,346,1146,891,733,628,766,354,1117
MTMR3,635,322,12,680,64,360,982,482,2250,1517,933,975,572,345,2956
MIEF1,1585,693,20,1112,210,882,644,470,1034,1596,1417,1009,1671,841,1119
APOL4,0,0,0,0,0,0,63,0,1,0,0,0,23,2,2
PNPLA5,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0
APOL1,29,2,0,61,0,35,155,204,180,40,0,23,73,6,431
PNPLA3,0,21,0,0,0,0,42,85,329,33,70,2,2,3,341
MYH9,8015,13030,352,8062,4010,5615,21773,21824,103401,16131,13030,12676,20198,5562,58928
CACNA1I,3,1,0,0,0,4,1,1,0,19,11,1,0,0,0
SAMM50,622,766,33,867,166,491,761,315,1036,1019,1328,666,1484,469,761
TXN2,326,680,16,338,316,281,309,331,628,538,658,530,894,198,680
FOXRED2,384,43,9,873,58,219,101,100,108,898,458,340,355,116,334
GRAP2,16,1,1,101,296,0,1975,17,2,3286,1098,0,2,1,3
EIF3D,4205,3670,81,5051,804,2731,3299,3281,4799,3758,7107,3407,6145,2337,3357
TNRC6B,1883,649,39,1898,388,1455,2953,1152,2484,4179,2401,3196,1855,1383,3839
SGSM3,96,32,0,61,7,98,65,24,69,103,67,49,72,69,77
IFT27,131,116,1,52,17,124,133,5,471,494,237,375,145,115,540
PVALB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIAA0930,357,67,9,935,75,610,621,316,2036,983,1024,197,372,1004,1763
NCF4,304,44,0,0,48,145,20,0,0,0,0,16,115,306,0
CSF2RB,325,1346,0,1,10,989,1,1,0,0,0,706,592,990,0
SLC25A17,597,661,2,538,54,331,473,134,522,863,878,491,1151,344,430
UPK3A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM118A,394,57,3,254,31,1199,922,279,1334,519,476,651,708,473,458
KCTD17,102,123,3,165,15,75,199,75,499,256,332,246,235,29,329
ST13,3104,2706,74,4215,486,2438,4268,1316,5935,3722,6483,3547,3707,1649,3094
IL2RB,1,59,0,8,65,0,137,0,0,40,1,1408,2,4,1
RBX1,1195,1082,22,1177,166,989,1487,322,1683,1674,2134,1672,2214,886,506
EP300,2300,190,21,875,243,1315,1210,506,1472,3066,1123,2494,1595,1286,4263
L3MBTL2,727,476,10,794,182,659,692,118,939,1071,895,660,1157,480,758
CHADL,29,21,1,25,10,31,39,8,75,72,38,15,44,21,90
RANGAP1,1266,1375,32,1611,241,1061,1388,827,5526,2056,2265,1376,2481,1012,4882
ZC3H7B,1851,1012,40,1756,243,1205,1858,890,9385,3048,2563,1862,2636,1162,10354
PHF5A,866,809,30,1050,156,559,907,324,698,1242,2246,692,1372,579,277
ACO2,1760,1099,25,2402,374,1397,2115,374,2370,2019,1860,1525,3848,985,1907
POLR3H,2179,690,23,1469,213,994,1100,327,1956,2043,1885,905,1759,908,1900
TRMU,1047,563,21,760,103,626,1067,260,831,1285,846,1192,1196,626,691
PMM1,134,126,2,138,6,83,171,90,957,253,234,259,170,84,816
DESI1,1247,335,10,379,107,1024,209,263,832,911,1004,1412,1660,943,829
CERK,704,312,16,1125,326,805,1064,410,2256,2716,2001,1510,466,598,1807
BRD1,700,318,12,964,91,455,1757,261,1105,2592,1382,1523,435,394,1271
ZBED4,1029,340,28,1285,121,568,1510,255,776,5245,2314,1051,982,628,806
MLC1,3,0,0,836,0,0,171,1,4,34,147,1,0,1,6
HDAC10,22,9,2,35,5,86,20,27,42,70,37,62,35,38,56
KCNK10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ABHD4,46,7,0,1,6,18,57,112,305,94,29,38,194,5,682
KHNYN,1794,1084,19,1705,265,1648,2142,902,2218,2544,2579,2438,2121,1112,2166
FKBP3,411,795,30,960,289,427,1024,416,1566,1446,1595,976,1121,399,1166
SDR39U1,564,357,13,421,72,544,609,270,708,976,963,716,640,404,664
CTSG,0,0,1,1,0,0,5,0,0,448,1032,1,1,0,0
GZMH,0,0,0,0,0,0,0,0,0,6,22,1,0,0,0
GZMB,0,0,0,0,0,0,1,0,0,3,3,0,0,0,1
RBM23,1251,455,22,811,93,998,1072,335,1119,1830,1190,951,1514,630,1057
PRMT5,2008,694,51,1818,247,763,728,359,1448,2503,2916,825,2415,1011,1104
COCH,3650,347,0,444,32,48,141,15,77,1035,886,18,26,1182,113
AP4S1,575,177,1,171,14,307,179,64,317,282,144,209,245,308,336
POLE2,441,175,3,424,93,261,381,42,204,733,1506,474,487,256,120
VCPKMT,198,161,8,201,36,205,277,34,217,400,475,261,337,188,165
SOS2,541,304,11,341,84,426,709,258,955,1061,541,635,500,356,1331
CDKL1,532,14,0,87,23,81,96,44,202,296,259,115,172,100,382
NIN,3028,1143,75,3410,674,2720,3795,1264,6742,4720,5278,2622,10465,3882,5345
PYGL,1,201,0,1,0,2,10,1471,1347,62,146,20,1,40,1069
TRIM9,91,4,9,413,1,11,132,5,1,187,390,134,152,7,2
PSMC6,1555,1566,25,1382,302,1444,1924,681,2960,1671,2969,1666,2560,1306,1568
GNPNAT1,931,837,37,1104,201,463,656,448,1703,1214,1651,274,1053,317,1015
DDHD1,1807,1238,26,1282,432,1878,1643,364,1189,2885,1427,1187,2298,2052,2142
CDKN3,237,199,15,787,91,467,493,138,383,676,2045,653,820,662,164
CNIH1,1013,344,35,969,170,794,656,567,1612,1455,1776,878,1527,536,1275
CGRRF1,104,78,2,82,5,73,198,60,286,234,286,104,150,134,179
ATP6V1D,204,242,4,516,102,228,733,496,2804,722,1264,323,661,190,1577
CCDC198,1,0,0,2,1,5,4,1,0,60,5,0,1,4,2
PLEK2,2,1,1,5,0,4,3,23,31,9,5,13,3,5,10
PIGH,157,106,3,240,23,103,172,90,124,390,520,221,248,90,110
LRRC74A,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0
PSMA3,849,1061,38,1615,441,1371,1227,615,1512,2620,4930,1603,2569,1390,1467
VTI1B,425,567,22,1029,119,745,1037,634,2487,1246,1708,1303,1243,521,1584
TIMM9,169,190,7,267,59,312,205,100,310,418,566,381,398,292,236
GSTZ1,340,125,4,287,15,446,251,193,140,555,928,362,360,304,145
KIAA0586,336,529,27,526,153,642,523,137,746,1218,1591,2458,721,581,879
TMED8,2395,527,90,2286,460,2042,2494,418,471,4104,4383,2688,4164,1915,325
SAMD15,12,5,0,24,10,49,39,9,19,34,32,31,45,26,14
AHSA1,2099,1686,59,2920,417,1722,2049,1511,2601,2273,6121,1019,3818,1415,1320
DAAM1,507,192,8,346,172,866,1334,470,405,847,683,1055,486,2115,413
ISM2,1,0,0,0,0,2,18,0,0,1,23,0,0,1,3
SPTLC2,1157,348,29,1328,147,1364,2005,537,3482,1947,2546,780,1602,1876,1948
RIN3,2,33,1,5,5,3,196,92,158,172,34,129,18,2,629
LGMN,2595,36,2,1051,9,79,5,86,399,557,615,164,589,66,296
ALKBH1,231,125,3,191,34,134,138,83,210,356,410,186,253,149,208
SNW1,1062,750,21,1154,229,661,1088,694,1577,1302,2682,738,1600,605,1192
CHGA,1,0,0,4,0,0,0,0,0,9,0,1,0,1,0
ITPK1,50,40,0,78,4,21,40,8,25,65,72,39,64,24,15
DHRS7,368,625,5,604,131,229,965,608,1784,887,697,1017,1056,389,1142
PPM1A,1006,601,39,1372,269,2010,1485,573,1432,3809,2801,6030,2545,1494,1365
SIX4,31,0,0,22,1,0,2,322,895,2,13,70,0,4,1201
GALNT16,9,8,0,3,0,3,0,32,17,24,5,17,15,4,117
ASB2,0,191,0,0,0,3,0,0,0,2,2,124,14,24,0
CEP128,941,239,16,1009,79,2169,1052,211,524,2431,679,2269,787,1286,307
ERH,2075,1734,61,2613,416,2164,1827,858,2667,3220,7406,2640,3684,2413,1035
HIF1A,829,452,33,787,324,1323,1873,3466,8008,2232,1595,1215,2860,1277,8194
SUSD6,672,71,11,188,69,566,308,176,515,441,159,395,410,360,1274
SRSF5,2586,2526,67,2846,654,2332,3212,1926,4725,3717,5671,3118,2866,2679,3445
SLC10A1,44,11,0,40,4,60,59,15,69,93,79,49,38,25,103
EIF5,8725,3537,174,5732,859,2646,3336,2335,6970,6584,8967,5233,6603,3354,5018
SERPINA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC8A3,0,0,0,22,18,0,85,1,2,6,1,0,1,0,1
DICER1,3881,1513,62,3619,617,1558,2933,702,3239,4478,4168,3574,2055,2511,2536
ZFYVE21,334,80,8,474,17,132,314,167,1117,528,1152,370,235,105,869
MTHFD1,1427,2818,95,3133,880,1512,2500,784,1949,4586,6486,3610,4770,1576,1587
TCL1A,12248,1,0,0,1,3341,3,1,1,2,3,6,3328,5465,7
ZC3H14,2433,1127,37,1330,201,844,1504,545,3004,2499,3103,1513,1720,793,1941
TELO2,514,484,18,870,70,634,671,262,923,1050,1370,999,1084,712,526
PCNX1,1585,875,58,1935,355,1462,3370,2086,4851,3415,3310,1120,2436,1214,5423
BDKRB1,0,6,0,0,0,0,0,1,871,0,3,0,0,0,965
GSKIP,821,412,4,455,57,195,721,153,766,560,957,458,280,216,534
VRK1,2325,801,67,1667,248,964,1347,188,476,2427,3792,1092,1419,983,274
PSMC1,4039,1768,21,2073,101,1040,1934,1543,3944,2657,5286,1605,2974,1025,799
PAPLN,104,2,1,45,10,23,40,183,91,131,228,215,43,34,248
RPS6KA5,960,86,15,219,59,397,725,74,34,919,514,450,204,469,134
PPP4R3A,4315,1776,72,1742,462,1983,2855,962,2461,3250,3728,2875,2445,1705,2148
C14orf93,193,80,0,75,33,183,82,119,125,214,171,323,139,133,158
PSMB5,1161,1740,20,1191,181,984,827,1223,5286,1374,2772,937,4575,716,2367
YY1,4010,1800,88,3279,569,1686,2968,1266,2556,4928,4670,3091,3078,2085,2197
ACIN1,2310,1827,66,2587,634,1938,3704,1395,5516,4420,5212,2344,2857,1732,4826
CCNB1IP1,1526,576,19,715,159,610,888,379,564,880,874,1034,2236,531,430
TRIP11,1592,579,39,1045,212,978,1241,829,2816,1942,1787,1809,1660,738,2780
APEX1,2022,2434,130,2056,770,1350,1562,942,2994,2658,3424,1868,3878,1406,1511
PABPN1,804,996,20,727,209,1037,1326,569,1524,1696,1315,1477,1285,880,768
EFS,0,0,0,0,0,0,0,0,549,0,0,0,0,0,610
ARHGAP5,621,62,114,2256,133,436,2266,2191,3438,2078,1745,3024,869,364,3644
CINP,895,252,23,794,100,321,274,245,862,546,869,507,685,272,600
DHRS2,2,31,0,24045,3,40,14,4770,1,25,48,35,377,3,0
SRP54,1017,1107,19,1210,271,754,1410,549,2586,1559,1700,983,1884,640,1533
CPNE6,34,2,0,5,0,38,22,1,1,32,22,12,6,22,4
CHD8,2407,1113,55,2349,353,2266,2550,964,3713,4170,2438,2370,4420,1893,4463
PCK2,350,415,19,531,55,308,543,252,531,216,390,1330,905,203,512
PRORP,358,144,17,301,68,204,260,72,386,505,405,289,359,272,315
DCAF11,870,595,29,1380,182,679,1445,291,1058,1698,2052,965,1105,845,548
PSMA6,483,586,15,542,77,275,512,152,419,1029,928,403,605,497,210
NFKBIA,731,7027,19,579,559,333,350,184,1443,311,278,3503,2980,456,1093
EMC9,99,93,2,214,18,211,229,61,212,286,354,168,332,174,86
PSME2,1456,1585,26,1891,478,1189,1888,495,1635,1719,1044,2031,4506,1348,939
BRMS1L,143,323,2,94,75,177,162,54,285,193,128,307,315,72,170
REC8,106,39,1,45,58,154,431,44,62,115,61,105,822,158,149
TM9SF1,57,23,1,43,2,31,65,32,179,91,68,66,49,23,128
SEC23A,775,490,29,1138,131,331,1673,1109,12731,1532,1816,1094,1862,846,6280
GMPR2,694,350,24,958,162,458,702,966,1463,1292,1634,663,1051,420,1025
PNN,2533,3138,109,2920,880,3030,4638,1746,3111,3419,3671,2084,3219,2684,1814
RABGGTA,304,397,6,128,38,177,216,69,431,361,483,353,341,122,329
NFATC4,535,1,6,0,31,668,1,0,1233,389,114,2,499,350,1444
PLTP,94,19,2,184,15,51,69,65,964,89,82,47,164,14,1136
PCIF1,239,92,11,328,34,176,332,197,264,651,367,347,262,189,478
GSS,377,585,11,1007,104,443,728,563,1507,743,1136,760,537,388,1050
MMP9,0,5,0,2,5,4,180,522,1,14,19,0,482,3,0
VSX1,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0
TRPC4AP,679,369,14,1034,114,409,870,606,2038,2072,1244,842,722,417,2864
PYGB,553,489,22,1134,135,1034,1136,1163,4800,1352,1201,834,688,713,3233
ABHD12,250,153,7,346,34,171,344,276,1951,606,531,522,363,119,1153
PROCR,4,6,0,133,2,7,0,404,464,4,20,7,6,14,194
GINS1,538,652,24,1051,181,795,878,77,424,1803,1588,1099,891,561,230
NINL,14,4,3,1810,110,232,1559,14,835,1700,1378,3,6,6,898
CD40,465,66,0,1,203,638,2,2,1,1,1,4,4833,413,1
UQCC1,795,671,21,865,290,711,591,578,966,1111,930,748,1126,563,751
ZMYND8,974,516,29,1026,290,786,417,662,751,942,516,802,1001,694,1214
SGK2,9,0,0,2,0,2,0,0,0,13,0,16,0,1,14
IFT52,263,196,3,383,52,146,456,67,917,562,656,326,238,151,546
MYBL2,3956,329,49,1570,525,1618,906,66,392,2531,1510,1144,1954,2067,270
R3HDML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNF4A,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
NDRG3,525,286,15,651,71,122,504,203,899,1003,701,355,967,161,851
SLA2,249,112,29,953,20,144,836,54,325,1366,1487,166,369,162,135
RAB5IF,94,46,2,137,11,71,167,40,100,318,244,46,164,42,46
NFATC2,628,760,3,353,57,560,324,58,74,785,377,3616,348,492,200
RIMS4,0,0,0,0,0,4,0,0,0,46,414,0,1,3,0
PABPC1L,245,182,2,294,36,348,310,140,298,623,350,1229,438,299,766
STK4,2383,1524,34,1984,570,2231,1929,684,1342,2945,2461,4394,4688,2454,1472
SALL4,0,0,0,1,0,1,1,25,2,4,9,0,0,0,26
ADNP,2937,895,35,1971,452,1963,1361,888,2515,4190,2140,2400,2109,2205,4411
PFDN4,294,608,19,675,94,278,441,319,675,835,1217,590,705,268,284
DOK5,1,0,0,0,0,0,0,0,233,0,0,0,0,0,8
CSTF1,619,423,15,773,170,474,708,215,1008,1218,1098,538,1014,548,849
BMP7,5326,519,0,1,1,2818,1,2,0,2,1,8,15,1283,3
RAE1,806,676,24,955,141,561,537,248,792,1667,1185,725,999,508,744
TPD52L2,1022,544,34,1141,174,519,994,1092,4625,1245,1129,943,1166,513,3158
DNAJC5,953,740,13,1650,130,673,1328,669,3571,2622,1885,1153,1687,670,2601
NELFCD,1706,844,27,1235,231,886,1190,382,1588,1771,2275,1292,1848,844,1063
CTSZ,1339,23,0,44,76,731,0,984,2254,14,12,10,3428,393,2781
PRPF6,1521,1090,41,1561,595,1049,1742,748,2153,2317,2414,995,2132,806,1935
TUBB1,120,36,1,73,12,98,78,10,33,105,87,81,63,87,32
PRELID3B,1520,1388,72,2479,664,1791,2237,634,1498,2731,3409,1763,3975,1383,679
HRH3,15,1,0,0,0,4,4,0,0,3,0,0,1,0,0
MTG2,595,277,5,695,107,298,358,158,450,558,567,348,483,182,515
PSMA7,3016,2088,56,4892,380,1717,3167,1082,5449,4660,4867,2411,4083,1685,2544
SLCO4A1,532,507,6,604,27,278,622,232,16,604,505,873,599,679,3
NTSR1,0,7,0,0,0,1,59,0,85,7,6,0,7,0,1
MRGBP,562,306,19,1002,92,418,586,281,784,1012,1428,323,581,325,484
TCFL5,242,1205,19,401,36,154,349,101,358,629,568,183,968,134,343
DIDO1,2542,1057,30,2489,467,1850,2411,875,2626,4296,2343,2010,1683,1715,2595
GID8,1214,1459,21,1581,159,806,1456,355,1599,1819,1421,1419,1404,793,1154
SLC17A9,554,526,0,20,52,1049,9,2,157,14,25,915,1114,914,125
BIRC7,1,510,0,2,0,2,1,0,0,0,3,66,4,0,0
NKAIN4,0,12,0,0,0,0,28,0,0,0,0,1,2,0,0
ARFGAP1,568,740,37,2717,182,693,1733,1003,3872,3050,2512,1135,1252,613,2687
AVP,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
COL20A1,3,4,0,3,1,3,4,5,1,7,1,3,3,1,3
CHRNA4,0,0,0,0,1,0,0,0,0,1,0,1,3,1,0
EEF1A2,0,156,0,0,0,1,152,504,96,22,410,3,0,2,41
PTK6,1,5,0,13,0,6,11,1,16,16,3,24,12,2,55
GMEB2,399,148,2,532,52,211,297,164,535,701,757,351,328,236,431
C20orf27,538,335,4,889,79,403,338,96,550,663,966,805,741,335,468
SPEF1,3,0,0,0,0,2,6,6,9,21,9,5,1,2,5
CDC25B,821,171,24,663,74,888,653,259,1014,1580,677,1160,554,766,2420
ISM1,0,0,1,25,3,1,86,23,1,46,28,4,0,2,11
RNF24,342,39,10,379,48,192,397,292,1042,1349,342,511,310,207,4345
ARFRP1,851,305,9,1597,136,1277,1507,608,1226,1859,1366,1229,1314,1514,992
NDUFAF5,268,364,7,331,83,392,481,99,378,606,491,320,539,224,259
SEL1L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIB3,596,578,21,1114,45,304,1021,606,612,608,727,521,381,289,446
RASSF2,3102,3318,20,338,393,2015,2452,109,1048,978,425,640,6145,1356,3204
CSNK2A1,2127,1527,64,3296,603,1750,2464,1780,3220,4019,4693,2180,3399,1447,1979
SLC52A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS10P5,6,5,0,13,0,20,16,0,6,11,8,18,21,2,4
ANGPT4,2,0,0,0,0,1,8,8,0,5,1,2,8,1,0
RSPO4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDS2,1148,465,20,1712,258,1022,1911,871,2764,3466,1713,2384,1451,887,2446
PROKR2,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
HM13,1320,361,9,763,158,651,418,489,1591,1394,697,804,3068,606,2437
SNPH,1,51,0,3,0,4,172,89,674,287,228,42,3,0,758
MYLK2,16,4,0,79,1,70,29,0,12,56,17,26,13,13,25
SIRPB1,0,0,0,0,1,1,12,141,5,103,4,0,0,0,6
SEC23B,1104,1383,26,1567,284,518,1263,453,1626,1016,1179,1188,2608,529,1031
FERMT1,0,0,0,0,0,0,1,131,62,1,51,258,1,0,100
HAO1,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0
PDYN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CCM2L,0,1,0,0,0,1,9,0,0,16,15,29,0,1,0
PLCB4,34,0,0,0,1,0,0,709,3247,2,4,0,2,0,1618
MYL9,12,2,1,23,3,27,1,106,5790,43,42,2,0,17,7910
HCK,0,5,0,0,0,8,0,0,0,110,31,0,1,0,0
TM9SF4,711,198,9,691,107,389,314,419,1271,1108,568,652,770,357,1842
TLDC2,59,30,0,1,6,126,20,6,94,0,1,49,136,58,88
CRNKL1,578,588,20,1093,227,457,860,428,1256,1479,2014,492,942,416,967
POFUT1,1415,1004,29,1083,222,732,553,742,2955,1446,1424,1141,1528,449,2564
SAMHD1,664,238,0,4,71,1103,219,106,947,10,8,427,1461,536,1202
PAK5,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0
KIF3B,770,1006,6,591,102,975,659,484,2062,812,702,641,1580,491,1888
MROH8,101,110,5,398,18,187,203,105,671,345,364,289,264,159,359
NOP56,4581,4770,150,7648,1039,4597,3671,919,2870,5651,9958,5490,6259,3577,1481
MANBAL,141,113,2,140,63,79,169,215,863,216,105,318,473,88,648
IDH3B,1246,1041,35,1453,368,1253,1453,632,1821,1818,2515,725,3600,1141,876
MAPRE1,2187,1784,62,3521,844,2101,2398,679,4792,4327,3855,2069,4408,1538,2970
JAG1,27,39,0,66,72,15,25,428,1759,146,356,282,49,13,964
CDK5RAP1,681,674,10,911,135,769,655,261,701,685,822,604,869,559,605
SNTA1,130,5,7,183,8,72,323,56,339,187,301,30,177,155,292
OXT,0,0,0,12,0,0,29,0,0,0,0,0,0,0,3
TTI1,962,376,22,1209,166,629,618,220,509,1873,1510,1203,871,359,714
E2F1,1689,661,20,1107,147,1724,1310,100,620,1946,1167,1258,1478,1064,235
RPRD1B,752,358,15,743,142,909,558,273,671,1446,959,1320,804,569,735
PXMP4,0,25,2,124,14,0,68,40,228,98,1,108,1,85,143
CHMP4B,595,644,11,898,150,277,870,306,1679,911,781,489,1137,452,1280
BPI,0,0,0,0,0,0,0,7,8,0,0,0,0,1,2
CST9L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC32A1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CST3,0,106,2,8,38,1,9,186,882,194,118,105,0,0,890
ASIP,41,0,1,21,1,21,9,3,1,14,6,6,7,5,0
CST4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTR5,277,132,7,431,50,206,365,53,171,390,392,127,236,211,139
WFDC2,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0
AHCY,1932,1846,77,3319,955,1867,1695,955,1908,1995,2617,1564,4146,1326,1104
PPP1R16B,2556,0,32,829,394,2370,4326,3,0,1055,728,7,2554,750,0
SPINT3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM83D,218,169,7,591,71,202,410,97,526,478,493,372,990,287,321
